s ../csv/Space BLOBz Tier S.csv 980
a ../csv/Space BLOBz Tier A.csv 7200
b ../csv/Space BLOBz Tier B.csv 11348
c ../csv/Space BLOBz Tier C.csv 17815
#,Address,BLZ,Points,S,A,B,C
794,0xF34ffCB23746233102F781E745e42Fdb78ed532E,6753.306,6990,0,6,9,9
794,0xd9939a0FF223AF886CBcF2C0140C4cC19a8b56FF,6753.306,6990,0,6,9,9
798,0x881134CA7693530417C06A57c23E99C9E8F0Ef7a,6743.644,6980,0,6,9,8
799,0x78dbA641814Cc43a2803a4CCEf4f0aCC369Bb9eF,6714.66,6950,0,6,9,5
800,0x7DFf93fce783b91F347ce7BA7181ca4A02Ea9De0,6695.337,6930,0,6,9,3
801,0x6F5dA981982011F1aC2ec345b5C2681C16298f2E,6627.708,6860,0,6,8,6
802,0x2768CB5E7573D3e9d8bc42F753FB2B30E89DfBC7,6618.046,6850,0,6,8,5
803,0x96e84DF4694aF3F092DB97C3002f81404af834c8,6608.385,6840,0,6,8,4
804,0x0026948023FE0546EF6D3DB8DAf5e82881002fC2,6598.724,6830,0,6,8,3
804,0x362B08285Fd74B2539361A2930880907D2f68496,6598.724,6830,0,6,8,3
804,0x4D62b1D1F61A4aC0Ea82E8D7D56973062c8E8B3e,6598.724,6830,0,6,8,3
804,0x529BC745560ebaF49d2c3A090b7cbdebbB58c648,6598.724,6830,0,6,8,3
804,0x55842426EcF8Bc5Ae830550e9cc8936Ddccb253c,6598.724,6830,0,6,8,3
804,0x56897Fc85Db3fDe157A1Ea8F9D3Aae99913343EB,6598.724,6830,0,6,8,3
804,0x68986709030f390E9952E4D5a98A36f72289Bd27,6598.724,6830,0,6,8,3
804,0x8A2D2A4C1B05455b8F340A6bB98b0c08513A8555,6598.724,6830,0,6,8,3
804,0x99ae5557D37e36000904f04bDba6Ed5D55EEE04B,6598.724,6830,0,6,8,3
804,0xA8571fe2aA4663aAaC3328612f85c7C6A1F99bD5,6598.724,6830,0,6,8,3
804,0xCb15DcfdEe8a7a2BeC8561d33625B4FF7968baB4,6598.724,6830,0,6,8,3
804,0xFdFC3854b199C02D7CACc7fb74CADce6E189d874,6598.724,6830,0,5,8,103
816,0x1491390fC8a78C09C1D2887F91C01BA85508a703,6589.062,6820,0,6,8,2
816,0x1EC2ff7A371fAb19bEf62a5f285FB09bF88C904C,6589.062,6820,0,6,8,2
816,0x2E514978a84227D04625D560da4D33f09343D122,6589.062,6820,0,6,8,2
816,0x4bd78324Ba5a88c8b5eC40C44b9AC33edF4BC4e8,6589.062,6820,0,6,8,2
816,0x5C2c044208F7d2b09187027C972c0f4C0BE36049,6589.062,6820,0,6,8,2
816,0x72B545724f5D9cF8076FD2b915d9F8eF14c81dB8,6589.062,6820,0,6,8,2
816,0x7dc8c235fF30559B7F039809732f0B0274C59C99,6589.062,6820,0,6,8,2
816,0xd83492467209B2fE000dB2CbF8Eae6a9349Bb563,6589.062,6820,0,6,8,2
824,0x285185692c524fc3052e1706e0b400428e7F165A,6569.739,6800,0,6,8,0
824,0x4Bb12cC382E36B4b6faF7BDcA7708969Aed258eF,6569.739,6800,0,6,8,0
824,0x87fc06FD9845FaB20105A3311e7b03b1F41B04B6,6569.739,6800,0,6,8,0
824,0xC87d94E265Ae61cC4EB1813f8B2445E6724c7C2e,6569.739,6800,0,6,8,0
828,0x29ccC63EdE1a0ad108Be56ECE9aD76BC3d0d64cB,6521.433,6750,0,6,0,75
829,0x9BD47354FC1e9B67bB2e1Ba2BCdEeFb53f96F3Ea,6482.787,6710,0,6,0,71
829,0xA9551E7424127648bbc7EA2b0dC78F8C6e023005,6482.787,6710,0,6,7,1
831,0x2941884E7829ee1d7806d57B355Da3cC37deDcb6,6473.126,6700,0,6,7,0
831,0x3ddC07ECDE02A1D92F70e88551d9666712A837F3,6473.126,6700,0,6,7,0
831,0x5e158B4457d9f5e34fe03DfB13abf5FBf489fEF0,6473.126,6700,0,6,7,0
831,0x66D071A20d7942767739BBca130E08e4848D12Bc,6473.126,6700,0,6,7,0
831,0xFC7c1D00b2eC6d3653E9De72590684456846c53D,6473.126,6700,0,6,7,0
836,0x129b5B4a911315c136fBD758565131b24967de65,6463.464,6690,0,6,6,9
837,0x3439FE9aCE41904456FfC64baF9612b57631ef20,6453.803,6680,0,6,6,8
838,0x3f17502dA0ac0235eD5CA05B621E73bFcB0a9B0e,6434.48,6660,0,6,6,6
839,0xB8b573Af3AF72d19AEaf3208E1476326e0b5Ff3F,6424.819,6650,0,6,6,5
839,0xd6C3280E7b610b58EbD4C36Ca707D717c2683c3E,6424.819,6650,0,6,6,5
841,0x4cC78b26997E1b0C0Dc92123b3508c158Ee39910,6376.512,6600,0,6,6,0
842,0xd4bb9bD38319E396C5A1B7B5d3DfB0CC871a6579,6347.528,6570,0,6,5,7
843,0x0b743d5CB4ea6AD4Ce1FEb376986D5ee8Ea2C52E,6337.866,6560,0,6,0,56
843,0x10cd9C2bE4764497E8c75f6a1827Cebd854E877f,6337.866,6560,0,6,5,6
843,0x9970a71Bbd7ce3fD9db7AB2552D55b9bC90925A3,6337.866,6560,0,6,5,6
846,0x3aD9a7Ba6B737a53C86D3264D6c329154b9B4036,6328.205,6550,0,6,5,5
847,0xC3d43f8E008ccFf959101b8d0d26562e84d2B204,6308.882,6530,0,6,5,3
847,0xCA119907Cfd60C35E8EEDCf99B1dB01eF8c179AA,6308.882,6530,0,6,5,3
849,0x1B2Ee83fb043a482f6012997C1192985749f5e31,6212.268,6430,0,6,4,3
850,0x5F936Ae0f736548A583838B52F690d6cDC67C9C4,6192.946,6410,0,6,4,1
851,0x1e6bE8B36cF529d9b2bf5dFe6684Ed970dA96992,6183.284,6400,0,6,4,0
851,0xE359eFF26068b6134395857DF5AE61eC1a3b5560,6183.284,6400,0,6,4,0
853,0x2B627811B0C56BBBB86195aFfAE6702242cF5c82,6163.961,6380,0,6,3,8
853,0x6C991016b4588B3c73A984b87275f8FF8Ea72967,6163.961,6380,0,6,3,8
853,0xD960650A583F5d18D3e29A1B8d7C382CD515b9DE,6163.961,6380,0,6,3,8
853,0xcDB2aebF2B17fb3C04b88515419F64C3dCe99392,6163.961,6380,0,6,3,8
853,0xe99c559f0e0962a0A42B18DC21544ed63E25C540,6163.961,6380,0,5,3,108
858,0x0A5af4E8f82E77aBbc67167b658ef7Ba078FCc46,6154.3,6370,0,6,3,7
858,0x0EB17594Ead9bB8BebA424671F057ef24f02A7bF,6154.3,6370,0,6,3,7
858,0x0f935f06c954a344019dB508b34E1A04D9151081,6154.3,6370,0,6,3,7
858,0x1B99c4f83190D5a7A2e66f371E05559f964061E0,6154.3,6370,0,6,3,7
858,0x234e361dE6E2BC9e8DeCbef374e1D56d3Eb210b6,6154.3,6370,0,6,3,7
858,0x29aCCb60A4faFeE42E5543cd58981192BbBFBA67,6154.3,6370,0,6,3,7
858,0x2e88E29234dd5599c675b4A05f1d815BF567d6E7,6154.3,6370,0,6,3,7
858,0x3A5F61Db40F3a56fe3918E61d4CA84A2DBEE2C79,6154.3,6370,0,6,3,7
858,0x4A4838e584C06962d06cf612b26043d5ada3Af9f,6154.3,6370,0,6,3,7
858,0x7D92F2aADa88604b43f056064a11ac54260918Ad,6154.3,6370,0,6,3,7
858,0xAB5971dDA9F26c88Ff357c60Fce2e2270AA47857,6154.3,6370,0,6,3,7
858,0xBA290105936A3ad688890D356686d8cf92cB6cAc,6154.3,6370,0,6,3,7
858,0xC499aFA10010aC8A4875d8586cC06a886bBA6A8D,6154.3,6370,0,6,3,7
858,0xDfbE8c0311219f3331fA21A7dA5268DfFacE9B4d,6154.3,6370,0,6,3,7
858,0xE401d18F6F835C12CA54E54a2f16A802b651eaa7,6154.3,6370,0,6,3,7
858,0xF7523d2f7E9d84227C821a6c2d418f0b8990FBF2,6154.3,6370,0,6,3,7
858,0xFc0E677cff6Cc28Cca710Ba577B00797C8E60755,6154.3,6370,0,6,3,7
858,0xa40079A4583A01eA353cc2c5047a61339914F301,6154.3,6370,0,6,3,7
858,0xfaC6983407F074Bc0100eE440fbAF10df0c45989,6154.3,6370,0,6,3,7
877,0x5a3649369BaA565b7603846c437Fc08479246b1b,6144.639,6360,0,6,3,6
877,0x958B47607839d14d9DF1c133a9dee4E2Ce9B6463,6144.639,6360,0,6,0,36
877,0xC75566ACFb143f8fAC1CD9AEE1D974e0947F6DE3,6144.639,6360,0,6,3,6
880,0x63b6206f53954E123f5dB5284Be4bf416Ed56137,6028.702,6240,0,6,2,4
881,0xc0A26b567430e1B4708a26677C07B04e94E37A8c,5980.395,6190,0,6,1,9
882,0x5900B9BdC51eD10f34A981E401F587276F3FF524,5970.734,6180,0,6,1,8
883,0xA6770A9e5785DBAa41E3b9B7e8F564ed52Cf0aAB,5922.427,6130,0,6,1,3
884,0x3a68e7285857030C7bac691E18cB3DcfB7AB5031,5912.765,6120,0,6,1,2
884,0x7a40E4513e337430678F1A0811207C788A7c08D2,5912.765,6120,0,6,1,2
884,0x8C64766fd6632F56EC5845B714cA8c7DF760Ffa0,5912.765,6120,0,6,0,12
887,0x09B17dBcd8Ac17Ed5d2d6Bd22ECB8Eb68759Cb4b,5893.443,6100,0,6,1,0
888,0x00409fC839a2Ec2e6d12305423d37Cd011279C09,5796.829,6000,0,6,0,0
888,0x081AF8DC18386856096e8Afd358a026a46B46f3E,5796.829,6000,0,6,0,0
888,0x1226FF858C262D499AF401145BeAbebf3312e856,5796.829,6000,0,6,0,0
888,0x1693B582aA1B8a2E7a45C810443cCB2cbbf9f387,5796.829,6000,0,6,0,0
888,0x18Ef3E242A6e8A660E36eBD64949520f116a7d51,5796.829,6000,0,6,0,0
888,0x33fcaddB3Ca4f9a556324170d911e36881f871ba,5796.829,6000,0,6,0,0
888,0x3441c4aE7cD4FDEfB0F6A2A4edDf423631CF6fA3,5796.829,6000,0,6,0,0
888,0x37f749Ae2E7A28EFE14beD6ccCA5272527E43112,5796.829,6000,0,6,0,0
888,0x3C516f085E94177Eaf0BdFB5b5eb1aB71052d064,5796.829,6000,0,6,0,0
888,0x3Fad11631788b7aD02C3c5f8b8413b5785806a57,5796.829,6000,0,6,0,0
888,0x3a460DAdc881B8d6eB47D71dd11F5959e77Edd51,5796.829,6000,0,6,0,0
888,0x3e2f18E12fa3DE657CE80e603eBD120443D77523,5796.829,6000,0,6,0,0
888,0x42DF82dCa70821b7f69d3D84bA00923674d20881,5796.829,6000,0,6,0,0
888,0x43D5a1852ff45A3d962D325E7d08c33960bbb2AF,5796.829,6000,0,6,0,0
888,0x6B47a326f049F0C7C7666f05631106DaF967d64f,5796.829,6000,0,6,0,0
888,0x6bB9e127E0a68F1644a873208097258157baE49D,5796.829,6000,0,6,0,0
888,0x6f8b3E110995DAf3c3B48b10E106a7860F3EcacA,5796.829,6000,0,6,0,0
888,0x71df93Ae5A9a2ba5064aE90b9690b4fa9C413387,5796.829,6000,0,6,0,0
888,0x74259488d1Ad9A6042B5630EA975D791C1671D03,5796.829,6000,0,6,0,0
888,0x7fc98250D960CabD6a41f27961af42b252CC0577,5796.829,6000,0,6,0,0
888,0x897fc88CC602B76F74360894b65Fa72bfE441335,5796.829,6000,0,6,0,0
888,0x8C88393ED220d6566F9EF47cAe1478bD5B45d7E4,5796.829,6000,0,6,0,0
888,0x9a9B2eEfCAF60a1078453Dfb936B4A28b8eCa853,5796.829,6000,0,6,0,0
888,0xB24b6d0e3ee6a198C8Fd0c0AFeeFa61e93Ada5aC,5796.829,6000,0,6,0,0
888,0xB54dEfAd873c1dF316fD61d0ED85974585C11795,5796.829,6000,0,6,0,0
888,0xCef87676b7dFD1538e8C0dA209Af820dd057374E,5796.829,6000,0,6,0,0
888,0xD38cd7340281dBcA93Cc21C108F646D8626a03aE,5796.829,6000,0,6,0,0
888,0xED1e54f3328524543B31D427702910CC355e7FA2,5796.829,6000,0,6,0,0
888,0xd0be5393d1a423e2761225CaBB62A6Fa81D5FDc0,5796.829,6000,0,6,0,0
888,0xeA697F0E2d66d4B94DCb3da06BED0b8E62d199D6,5796.829,6000,0,6,0,0
888,0xeC5897C5466558Cef257401a92568B543aF6a864,5796.829,6000,0,6,0,0
888,0xf50AC6a09AF36Ed4bAE3A382EAC9C01d6503D99C,5796.829,6000,0,6,0,0
920,0x42716E51285A9fafde6ae836BFD8f7F8cC88c7eA,5748.522,5950,0,5,9,5
920,0x9bb0819842d82e6f4436bbd2E2F7D1910929a882,5748.522,5950,0,5,9,5
922,0xc4Aa498De47b3591fd889A349dA1D4aD87D0ef19,5738.861,5940,0,5,9,4
923,0xeFA1C087490536D2EA647819bC8450102D864E34,5729.199,5930,0,5,9,3
924,0x79185F6983859C1bc0c92713059eb6afAfc23168,5719.538,5920,0,5,9,2
924,0x96B258360501863aD18567fCeb41eC3e504f0690,5719.538,5920,0,5,9,2
924,0xBd69cA588BCa0D58089166DfCa27c33b8A3689F7,5719.538,5920,0,5,9,2
924,0xBd9F1259ab34C33DB4531798F542c11fB9B4E979,5719.538,5920,0,5,9,2
924,0xCA5f40D7f5177F6b1090cC5C52E18bc4c2F6F582,5719.538,5920,0,5,9,2
924,0xFc7857fCADF861Ea9Bd6915dE1EB2B3FAFD8D212,5719.538,5920,0,5,9,2
924,0xa6614E006c2a40cE4933A98E9d57CEa09EA47C02,5719.538,5920,0,5,9,2
924,0xe77BfE3361ba172e5C666DD14c91922139825544,5719.538,5920,0,5,9,2
932,0x01f4E40F123A84bdD19198ede9091d2eE8F186D4,5709.876,5910,0,5,9,1
932,0x231CC6732FB496406b143c9dDd09CECC4c171Bb6,5709.876,5910,0,5,9,1
932,0x2E7fEc87B57B72280804d9C4c2f60FF5b2344B85,5709.876,5910,0,5,9,1
932,0x362B1dF85A7fC9dc7f994A069F8C49824Eea5c66,5709.876,5910,0,5,9,1
932,0x5AEC38191341A5403319B9bbc62A98B77CD45cad,5709.876,5910,0,0,59,1
932,0x5FADECCc5a393e681E8552580aE412Be114198Ed,5709.876,5910,0,5,9,1
932,0x619186F6a1774607DE5614BEcF2872f159f70a3D,5709.876,5910,0,5,9,1
932,0x7Af367DB12D1aa5f08A0751bB20E18443b41bE1A,5709.876,5910,0,5,9,1
932,0x83ECEA1CE1a21D85E096030a8a945CB3453c727f,5709.876,5910,0,5,9,1
932,0xB74Cb1Aec2AA76038B24F7CC9D6f07b380a1F812,5709.876,5910,0,5,9,1
932,0xBD7bf4314E3083e9A5CEb467D19ab3814fb4d7dF,5709.876,5910,0,5,9,1
932,0xa8B7D97570c34068efAc4Ec51DeDDD4C16602ae8,5709.876,5910,0,5,9,1
932,0xb8E7DD27D5c3f8F27856ADB67953d72BaD26d0c4,5709.876,5910,0,5,9,1
945,0x281e5968542A8F0a74EF2c7286313Aa9AAcC7aA7,5700.215,5900,0,5,9,0
945,0xC1b3334D515DC93C8aBc6DeABE7db21f05A1Fec0,5700.215,5900,0,5,9,0
945,0xd494c40AA1FD0aa063E52CE4AE7bb38C5e61C827,5700.215,5900,0,5,9,0
948,0x70B3Eb071B028C6EB95EF9643a6ecD3eAa823A10,5671.231,5870,0,5,8,7
949,0x989cB756d4c2b739B29C85FB2C25e6467feD1d3A,5651.908,5850,0,5,8,5
949,0xe1b66965333C01203fD50c3Fb7C908FC10fE83B7,5651.908,5850,0,5,8,5
951,0x61A5dFB986c5346177D97EB3Eb55F22bFCae143e,5622.924,5820,0,5,8,2
952,0x2479db99B82f1D3Ba845342f7d8881Bcc738739B,5603.601,5800,0,5,8,0
953,0x4A5dA3Bd20915F61636E3Ed3146155377cb694eb,5564.956,5760,0,5,7,6
953,0x769bEb5bEb6DCFf2aE22e81795669d1FA385D020,5564.956,5760,0,5,7,6
953,0x91E543aff088216BeFEB4A9487aF7C76ec4BE135,5564.956,5760,0,5,7,6
956,0xDCE3133947b666c344C49299ea4599b39eaC0A71,5545.633,5740,0,5,7,4
957,0x4450dB99260EC3140B4690F1c6bDd64d5d9644A9,5526.31,5720,0,5,7,2
958,0x1aBDA7da6093D9EfC24F6116Bc7e49cDb1808a31,5468.342,5660,0,5,6,6
958,0xD4181cDA623bd99654ffA8E1fA0f26A6437F9F64,5468.342,5660,0,5,6,6
960,0x6522fBFf34E532DF916caE19737feb5759ca26CD,5449.019,5640,0,5,6,4
960,0x7EfD98f01A75Eba9E9E2e51abB94b74d0f03adFc,5449.019,5640,0,5,6,4
962,0x55DcFE71136578198452039E1c9eF781e6970AA9,5420.035,5610,0,5,0,61
963,0xC2f037167eA722b92d067c524fa1FF30AaD47053,5410.374,5600,0,5,5,10
963,0xb6d821D56979B4424B8C43006d4019bd81931F18,5410.374,5600,0,5,6,0
965,0x253f422811770197ADFA948a925A93b93dB0526C,5400.712,5590,0,5,5,9
966,0xCE557bB2EeB69162116E60472890503b9da8c5A6,5391.051,5580,0,5,5,8
967,0xD301B0eC4ef0617Ea6044C0595184595a9C852F3,5381.389,5570,0,5,5,7
968,0x7586bFB3CE385A14e3CEAF945F9E6772235D33C5,5371.728,5560,0,5,5,6
969,0x81a1a5d60021E93242bB4FBf0C166Ac116F3CF6A,5362.067,5550,0,2,20,155
970,0x3B981fA5dD50237dAb6F96A417A6690B6f20FcC4,5352.405,5540,0,5,5,4
971,0x63732bd61039ACC8A75ae44756e18E15E80c10d2,5342.744,5530,0,5,5,3
972,0x91573B869b51EE0Cc728D08B88d8b808C8f7Cd67,5294.437,5480,0,5,4,8
973,0xd498f99BAfD467C5D06556D433Ba89e52686F74b,5284.776,5470,0,5,4,7
974,0x101c14F14F97c637f5A3e91E705EaB8CFE95Ecfa,5275.114,5460,0,5,4,6
974,0x1FF54110f42AAD649cA5f32b750958c36504D627,5275.114,5460,0,5,4,6
974,0x4cB594C339658DBF7A7534B18C182Ab19CD23eeF,5275.114,5460,0,5,4,6
974,0x54636118D356B8BaEfDe986CBFA176572e6D352c,5275.114,5460,0,5,4,6
974,0x600028AB6052F9e140Bf631244C642BC53AEE4bD,5275.114,5460,0,5,4,6
974,0x699F09Df6d6977d15d0D43336d85538B69aCcd8b,5275.114,5460,0,5,4,6
974,0x8d29ce87677E196Aac0383A53aE0C32376E61FA2,5275.114,5460,0,5,4,6
974,0xA10a85F40cB3950Ba229A0cDc0C843eaC5FEaE46,5275.114,5460,0,5,4,6
974,0xC9a226393fDeCFa0452B2E83dFd3501aA03E79e2,5275.114,5460,0,5,4,6
974,0xFd9Ae799d5b82eC2A21387fA466117a49a28603f,5275.114,5460,0,5,4,6
974,0xf84Bfca4A04959bB829b38Fe41A92B2933845a63,5275.114,5460,0,5,4,6
985,0x5E156540978a1F1Ef032976F77d5d273Ca83Ace7,5265.453,5450,0,5,4,5
985,0x895eA5c14E3F46D5718aA9f74b76f7e127E1B3C6,5265.453,5450,0,5,4,5
985,0xa9F9D6b9820ac26f1350FB9099370E48fbC10DE2,5265.453,5450,0,5,4,5
988,0x383DE1D06DCBFc9eCCdb382be75C5Fd922662ca0,5217.146,5400,0,0,44,100
988,0x3f602e2eBF0A3a1d6232603CFB18C32Fdcf848E1,5217.146,5400,0,5,4,0
988,0xF11a99EFE2453fAE8C26B81093428c2C9A786925,5217.146,5400,0,5,4,0
991,0x50148e10F09fD9A33ee898d566A3Cf9Cf133cB6d,5159.178,5340,0,5,3,4
992,0x2c5CD47E355D3417a7F04A6Dee7DEEF6043D9b87,5149.516,5330,0,5,3,3
992,0x5678298b0A0b828242641a202ce132000166dbc4,5149.516,5330,0,5,3,3
992,0x94520E2F86afD790263715f727d0d35F533f2A36,5149.516,5330,0,5,3,3
995,0x2E3FcA35CbBb34DC9005EeD1CdBfEfF763CcEECa,5130.193,5310,0,5,3,1
996,0x0daa08c9A794F5bE5E0c2A0B5410b3Ca0EDD9cb9,5120.532,5300,0,5,3,0
996,0x134dCFf9207D9f949EB87364299A5B8E1C1d737a,5120.532,5300,0,5,3,0
996,0x4c1eFe9Cb913fDe7C5E9Cb8DA70bd7fa3100Ec88,5120.532,5300,0,5,3,0
996,0x7D3bF2cb39f5cEEeca91eCc8201Dc01616AD089f,5120.532,5300,0,5,3,0
996,0x8aB93c8D9C2BEF91a3e294cb77e2314e7de53FB0,5120.532,5300,0,5,3,0
996,0x9516E80ba79b97D5085eA4553Df9E35022B1a656,5120.532,5300,0,5,3,0
1002,0x6760de24ab5548cf5102a3686586E0e266E093Cd,5110.871,5290,0,5,2,9
1002,0xD7f2E2Ff25be8Af5E7fD6A98468cF1ec98248Ed3,5110.871,5290,0,5,2,9
1004,0x5F9211DbA600Ee22d9961fE35b767dA5EaA484f5,5072.225,5250,0,5,2,5
1004,0x6d49800F9EA7DE915177FcC029A70F0eE1B7D990,5072.225,5250,0,3,21,15
1004,0xe13aC87C5Eaf5A43a9aD2C20f84a4C84f3642373,5072.225,5250,0,5,2,5
1007,0x0fEc28E5416fC3D6A21452600bAC46db3Cfbdb03,5062.564,5240,0,5,2,4
1007,0x66328015Bb3177C550C9Cdc4cDd63587998C31A6,5062.564,5240,0,5,2,4
1009,0xC30b8088CbA3242D2B890E7f5aE4dF843E08f4D8,5014.257,5190,0,5,1,9
1010,0x94Bd78b9a5C3633Fcf1f64694D658d45c4c4D1c5,4956.289,5130,0,5,0,13
1010,0xEEe85b55F8C6EB0fb32ebD97006e05998CbeD341,4956.289,5130,0,5,1,3
1012,0x74A1B97Db2e9C4742653F46047f6a434c55f53f0,4936.966,5110,0,5,1,1
1013,0x2F2F665974261C4129b1DC6c359BD259CD66f78A,4927.304,5100,0,5,1,0
1013,0x349FB17E4e0Cf9de036a999125bE4b1446fdD6A2,4927.304,5100,0,5,1,0
1015,0x15D3e6478F91f12cC0f5d8C53DAF32F6e4AB1F2C,4840.352,5010,0,5,0,1
1015,0x9f8b2C7e886BA3a47e4F00a8BaAD8309A1285275,4840.352,5010,0,5,0,1
1015,0xC1269B5614C6F5Cc50aFfA5E62d403622c6cdb3F,4840.352,5010,0,5,0,1
1015,0xCE212ef34BE97a665B6dFEce89C0B0BC2071Cc4D,4840.352,5010,0,5,0,1
1015,0xa553ef3500AB2d02A36a3a3C216999EcF7FB6B98,4840.352,5010,0,5,0,1
1015,0xd5E6a760bc7a67c956F469E963ED0BE910d81e06,4840.352,5010,0,5,0,1
1015,0xeCee211d2726304FC38A7cF9e51A96E24AD5dc23,4840.352,5010,0,5,0,1
1015,0xf69FD89fdA555bE7F594286EFd4Cb2F9C00ec0d1,4840.352,5010,0,5,0,1
1023,0x0000040f1111c5C3d2037940658Ee770BB37e0a2,4830.691,5000,0,5,0,0
1023,0x07aDe730BDbbDB3810a46a26dbce290573f25198,4830.691,5000,0,5,0,0
1023,0x0E9d6Ae20c982b43c219E9bEFd94ce2302264068,4830.691,5000,0,5,0,0
1023,0x0f212A76157bd07B9b0EfA1E6AacFcfd0111Da4c,4830.691,5000,0,5,0,0
1023,0x2619EC98AE636766072a0F6177b464FE88A876b2,4830.691,5000,0,5,0,0
1023,0x30a106feD41fEC406A989914Bbfc66FD9C305276,4830.691,5000,0,5,0,0
1023,0x319862C994B1e8826CfC433832B3BF4339b65f02,4830.691,5000,0,5,0,0
1023,0x36E4272D906DC9bd50E459ab3c8D6935fa56b2A8,4830.691,5000,0,5,0,0
1023,0x389014bA96E054C86a22B94B03ce66584841c9e0,4830.691,5000,0,5,0,0
1023,0x3C1d4FDF6Ae8DA5528a38D39F65eB02a0aB17c50,4830.691,5000,0,5,0,0
1023,0x4164A86802DaD6c0F5ed6A6381fbb926d1B88aB1,4830.691,5000,0,5,0,0
1023,0x42B3BA804E5a28c873f8B0c1586d529EAF8F2804,4830.691,5000,0,5,0,0
1023,0x47871D96fc60eb58C890fB841FeF819d510FFAd9,4830.691,5000,0,5,0,0
1023,0x47Ad6569Ea3FD2bcA39bc1f96BD115c113E8f833,4830.691,5000,0,5,0,0
1023,0x56A1D7e501e7DD19bf3BEF01fB1D88ac1ECF594e,4830.691,5000,0,5,0,0
1023,0x5C92f27bd666faaD847d68BA7c9547727D324568,4830.691,5000,0,3,14,60
1023,0x61F3452194de23C765560415894f0249560eCbdD,4830.691,5000,0,5,0,0
1023,0x630BAfe826882d54ED82Db7A9A1B628D8190A590,4830.691,5000,0,5,0,0
1023,0x695AF7ae0658618b1b7F5860914B97B9f3eb2c3b,4830.691,5000,0,5,0,0
1023,0x6D60200794298B98324Dd38D15e9710DC5B04C89,4830.691,5000,0,5,0,0
1023,0x6Fc03c7D90858866DbE7cf3dcfaf0948743E39B1,4830.691,5000,0,5,0,0
1023,0x6b5d503451510Bf3945C541D01dA68C981f9c498,4830.691,5000,0,5,0,0
1023,0x71C8AeBC492e6022FEa302E5a9dF2d2fdDa64bb6,4830.691,5000,0,5,0,0
1023,0x72656CdF1c5Bc08F7D95919e1b31Ca8a88de62c6,4830.691,5000,0,5,0,0
1023,0x784b7ABF6992176F8BB1a260a96Fb3ae3B601fa1,4830.691,5000,0,5,0,0
1023,0x7A9B1CEFd1f63C626982691A0640764B1d4FBADD,4830.691,5000,0,5,0,0
1023,0x7d8c68F50C8797B4bd69579FC19952f223eF50c0,4830.691,5000,0,5,0,0
1023,0x83d43b9DF017d06faEb2A01C0a187FfA40576298,4830.691,5000,0,5,0,0
1023,0x86eA621f3969dFf526501bf5A60DAdCF13861bfe,4830.691,5000,0,5,0,0
1023,0x92b0E1E289bCF3b6C2A4431f2585Ac307335B577,4830.691,5000,0,5,0,0
1023,0x9a088b4f46598059F3462C6b5B0527dcD770AA13,4830.691,5000,0,5,0,0
1023,0x9afe98C82a1D4f88997e6b4c76360915E1fDFe2f,4830.691,5000,0,5,0,0
1023,0xB0ca0581DC497fb32b72be80e323ABF9c2fF35F2,4830.691,5000,0,5,0,0
1023,0xBF44eC8C2c3afF14eab5b09F29958746088bb87C,4830.691,5000,0,5,0,0
1023,0xC56766A430CB4C29Ab3219Cc5824cbEbe0156D0C,4830.691,5000,0,5,0,0
1023,0xD4A8Af2208452A1D470Ddf2395e17476c40d18E2,4830.691,5000,0,5,0,0
1023,0xE20e4722f01B6E78C1a7D9d1b9De7576e4e2d11a,4830.691,5000,0,5,0,0
1023,0xE303a9962753EFDE83F441090c6132370E00Ba79,4830.691,5000,0,5,0,0
1023,0xEbb38C23D185Eb5315565e50a38ABAf5526b0952,4830.691,5000,0,5,0,0
1023,0xa462ed0E51c163D73d99d26ABa5a6C4b9Fb76108,4830.691,5000,0,5,0,0
1023,0xa85306B12449fAf3e1dDCca15A316332Aea8ea9B,4830.691,5000,0,5,0,0
1023,0xaaC18004b8da51E8f9634649Ea8a0af107691af5,4830.691,5000,0,5,0,0
1023,0xc9b4EAc1DD76dFb71fA27c4Ed42597Ab1CdB7852,4830.691,5000,0,5,0,0
1023,0xcD4f8fbB5d15587CE7f9e571dd2EE70EDb4fC5EC,4830.691,5000,0,5,0,0
1023,0xcF0379Baf3842e0288ED1e07A4A9730c2d6b9e0c,4830.691,5000,0,5,0,0
1023,0xcb9d3E0A84707fec0Af2B60016faD733f1985E17,4830.691,5000,0,5,0,0
1023,0xd2A85B6A841BE5993938Eb2721CA6548e9E4Daa5,4830.691,5000,0,5,0,0
1023,0xd7ba417C30d5e07Bb677b3A365591de3C87B920B,4830.691,5000,0,5,0,0
1023,0xeb19BFB054173101087390C35DE06eb1eFf4C1e4,4830.691,5000,0,5,0,0
1023,0xee6ECeD49d012A0b4092A62149b70182841bcb82,4830.691,5000,0,5,0,0
1023,0xfBc47894163B9D10C8A5279ee07B1397eA1cb877,4830.691,5000,0,5,0,0
1023,0xfC4539dD9Da671277B11F4961cF40070d12868DC,4830.691,5000,0,5,0,0
1075,0x684A505A4E9022318ca0F9FF78602E22aC4CF9A1,4821.029,4990,0,4,9,9
1075,0xf604067175980Db8287D076ca3C245EB30733dBA,4821.029,4990,0,4,9,9
1077,0x21B30b4B6cDBb15c98b1a19952E880d7e80f9A54,4782.384,4950,0,4,9,5
